timestamp,vendor_id,code,acct_id
[11/Oct/2025:01:26:26],3655,M,6706140329227218
[22/Oct/2025:01:04:24],6838,D,8804158978355438
[03/Nov/2025:22:40:54],6983,L,1606145426028458
[25/Oct/2025:02:02:19],9029,N,8131878450792691
[29/Oct/2025:19:02:33],3627,H,6330772844732635
[11/Oct/2025:17:19:08],6357,A,8797486797836154
[23/Oct/2025:04:53:20],1018,J,6471337897137590
[23/Oct/2025:20:03:36],7991,J,1897190255536068
[14/Oct/2025:14:51:29],7824,C,5645783041411247
[11/Oct/2025:10:59:21],3349,K,6981637894835528
[03/Nov/2025:21:43:22],1352,B,3752938489303435
[22/Oct/2025:22:01:17],2857,K,3089209779426483
[25/Oct/2025:20:55:51],2011,M,8843249667007904
[03/Nov/2025:04:44:42],9903,B,1996452286838073
[14/Oct/2025:21:50:17],3524,N,7034631265834026
[24/Oct/2025:05:36:05],5529,J,1555463266683738
[17/Oct/2025:20:07:21],3885,A,4897323832414979
[23/Oct/2025:19:00:35],8465,H,3159956844302991
[15/Oct/2025:10:54:57],2497,C,6783825402733493
[17/Oct/2025:15:03:23],5709,J,2620749897864209
[11/Oct/2025:18:00:41],6539,A,7868848498924456
[13/Oct/2025:00:20:42],7499,B,8614682432330921
[20/Oct/2025:11:55:15],2441,I,1067217961542003
[02/Nov/2025:04:08:18],1530,A,4885883522635881
[13/Oct/2025:19:46:41],7168,E,8778320312137747
[31/Oct/2025:18:01:42],8587,B,7830982622001944
[14/Oct/2025:06:43:39],6977,J,8216422193182017
[26/Oct/2025:18:03:41],4193,L,7111493293065799
[23/Oct/2025:04:53:22],1672,L,2736001135014475
[26/Oct/2025:09:50:48],3898,G,4148859382906743
[09/Oct/2025:19:23:43],9029,I,8006257100033683
[29/Oct/2025:07:01:27],2134,E,3043059998387749
[24/Oct/2025:01:36:17],2726,K,3271165406028026
[29/Oct/2025:19:08:07],1479,L,5780499017158979
[17/Oct/2025:07:41:18],4351,L,3931079695561215
[12/Oct/2025:14:29:55],4140,E,6867881698746871
[15/Oct/2025:22:54:21],2277,J,2236875961909033
[02/Nov/2025:01:57:52],3722,B,3161407538266207
[08/Oct/2025:13:31:59],5135,G,8118896050471040
[30/Oct/2025:15:06:25],7345,A,4768074336597932
[31/Oct/2025:01:35:46],3257,I,1474933608946176
[30/Oct/2025:22:10:51],8662,H,6296025235911683
[28/Oct/2025:09:23:53],5055,G,2034877966012326
[02/Nov/2025:13:14:22],9434,N,6807712773608392
[29/Oct/2025:08:35:12],5837,C,1804828355968222
[10/Oct/2025:04:10:41],4351,B,7739805036288579
[12/Oct/2025:14:42:25],5660,B,3392317432769810
[29/Oct/2025:22:20:40],5141,A,9096218746411776
[26/Oct/2025:18:37:48],7167,A,2454185489971658
[10/Oct/2025:02:19:38],4995,L,8392605209816764
[28/Oct/2025:07:17:25],5050,E,1964954052154673
[22/Oct/2025:02:07:24],2619,M,1678704569601669
[31/Oct/2025:19:49:50],1996,C,3250272254118041
[20/Oct/2025:20:01:36],5753,L,6289333667213768
[03/Nov/2025:11:51:13],5625,A,6940639690925459
[27/Oct/2025:02:11:46],1424,K,6489548763015961
[09/Oct/2025:09:10:48],5087,M,2198378350630409
[26/Oct/2025:14:10:15],3124,I,3784671323359077
[05/Nov/2025:17:23:07],2312,H,8989167788700896
[08/Oct/2025:10:34:03],5560,H,6583066197527930
[12/Oct/2025:03:48:00],6577,B,7926384433845382
[18/Oct/2025:06:21:52],4297,N,5529245077574201
[19/Oct/2025:00:52:27],1842,N,7612790446799388
[11/Oct/2025:02:52:31],7225,N,9763171254666041
[04/Nov/2025:02:13:42],8183,G,2876109785700019
[27/Oct/2025:00:47:56],6051,H,4582281359785727
[30/Oct/2025:05:46:59],6499,J,8872664019643607
[15/Oct/2025:11:44:27],6542,L,7976325594250237
[10/Oct/2025:05:11:27],2909,D,3601253598518788
[01/Nov/2025:01:09:12],5528,E,4898686591682352
[25/Oct/2025:16:12:45],5579,K,1446204011050683
[24/Oct/2025:22:57:32],9509,M,5296512283738120
[21/Oct/2025:23:14:32],8946,B,7325370939338967
[22/Oct/2025:09:34:55],7739,N,6059389417693645
[03/Nov/2025:23:20:40],5519,C,9428211987834882
[09/Oct/2025:23:07:00],4611,B,2089366437908198
[12/Oct/2025:22:29:02],5994,D,2216303194442700
[30/Oct/2025:13:29:11],6433,E,6792994954476579
[22/Oct/2025:16:58:51],2345,C,3498845457955867
[31/Oct/2025:07:32:42],3443,F,3537014682150342
[17/Oct/2025:02:07:25],4956,D,6496296689132576
[21/Oct/2025:17:33:05],8072,K,5490330215175304
[22/Oct/2025:21:06:19],5369,K,9865466538828297
[21/Oct/2025:16:25:37],5664,L,7282866626737920
[08/Oct/2025:23:44:50],7431,B,9094894588516899
[09/Oct/2025:03:08:10],1667,H,6094911880818081
[27/Oct/2025:12:37:43],6229,N,1165015969527720
[03/Nov/2025:05:43:57],8479,M,1339762150650227
[19/Oct/2025:00:02:48],6424,G,8782792561492743
[26/Oct/2025:18:21:46],4581,C,5637925503793223
[10/Oct/2025:07:49:03],4690,E,2567149824753301
[29/Oct/2025:09:10:09],3496,C,4660283200753099
[15/Oct/2025:22:01:08],4949,B,1238949419374253
[12/Oct/2025:03:55:55],7985,K,8901798026813107
[18/Oct/2025:23:55:16],9303,H,9339716624248586
[11/Oct/2025:08:28:49],8672,M,8565359375480452
[20/Oct/2025:01:18:07],9237,A,5660005633396364
[31/Oct/2025:14:18:21],8115,C,5797127745579676
[23/Oct/2025:00:22:24],4938,J,5729490484872882
[06/Nov/2025:09:14:33],3190,M,9625470462271752
[18/Oct/2025:18:02:58],2434,K,9939098725860154
[09/Oct/2025:03:14:25],4003,C,1757012289539060
[16/Oct/2025:23:15:10],3445,B,9400553162514426
[12/Oct/2025:18:31:53],3039,E,2753240799922899
[24/Oct/2025:23:16:33],7948,M,3957776922772611
[29/Oct/2025:13:16:25],9427,L,8093353822922468
[24/Oct/2025:05:47:35],7592,A,9057343238596779
[08/Oct/2025:20:18:45],5830,J,5199509385886127
[21/Oct/2025:18:11:44],7043,L,7529368551211577
[19/Oct/2025:20:48:32],1358,I,1213068266098749
[14/Oct/2025:21:02:33],2400,D,6724609824919255
[25/Oct/2025:17:28:32],1102,J,8964771608252116
[26/Oct/2025:02:11:32],3031,K,4376079053347039
[21/Oct/2025:11:10:44],2718,I,6474533210844494
[18/Oct/2025:07:37:02],5006,G,8393227015811939
[06/Nov/2025:15:03:19],1226,B,3440256150262333
[30/Oct/2025:20:03:56],4707,D,6122636300442124
[31/Oct/2025:00:33:49],7598,A,3011791645280288
[05/Nov/2025:06:11:52],5072,D,1529366426814296
[02/Nov/2025:08:23:40],9010,C,1519976287647631
[23/Oct/2025:10:33:13],8272,D,2126902241581899
[11/Oct/2025:10:30:50],7564,L,7698130064375594
[09/Oct/2025:11:40:27],4209,M,7765593527665525
[31/Oct/2025:17:23:50],4024,N,6277326310182579
[04/Nov/2025:12:13:18],3416,H,4507415592666353
[02/Nov/2025:14:56:34],3671,H,2636033728346597
[15/Oct/2025:05:59:19],5768,D,6573855725084942
[23/Oct/2025:12:32:11],3334,A,8529817114623205
[03/Nov/2025:08:54:34],3193,F,7241235539697354
[04/Nov/2025:02:55:51],4483,N,4526462881868648
[29/Oct/2025:19:41:11],5931,C,1403707420910848
[15/Oct/2025:12:19:10],6642,A,5134899764894979
[29/Oct/2025:15:55:37],8978,B,7882316709237781
[05/Nov/2025:12:42:41],3529,B,5082702599127932
[26/Oct/2025:23:28:54],6097,C,4564277517008949
[24/Oct/2025:02:08:45],7216,K,5938537664638970
[21/Oct/2025:20:59:02],6702,G,7236525584112124
[03/Nov/2025:01:53:19],2164,G,5493284885121086
[15/Oct/2025:03:15:10],9424,A,9270324166287186
[13/Oct/2025:11:32:18],2791,E,1322799593380332
[29/Oct/2025:05:03:09],1772,G,1393020678824228
[13/Oct/2025:07:05:39],1807,H,5183860572353523
[27/Oct/2025:02:20:11],4190,J,6913969326667830
[19/Oct/2025:15:45:07],7026,M,9979424776300043
[14/Oct/2025:22:21:55],2172,M,6962019599746164
[27/Oct/2025:20:31:18],7131,M,5476877863973086
[11/Oct/2025:21:50:33],3972,I,2669499256446965
[19/Oct/2025:16:01:17],6397,F,6683137545451012
[28/Oct/2025:00:03:07],8015,G,5787213110322117
[29/Oct/2025:10:40:28],6969,B,3268009544803693
[23/Oct/2025:07:36:10],1006,J,2088972191358709
[27/Oct/2025:00:29:45],6529,H,2760110959323588
[27/Oct/2025:16:11:12],7690,J,6136615356382710
[16/Oct/2025:21:21:34],5975,H,6557300331880168
[16/Oct/2025:14:13:27],7290,A,9073020278054028
[08/Oct/2025:06:52:21],4315,A,3067627040024915
[03/Nov/2025:01:09:47],5267,F,1161799205140968
[30/Oct/2025:08:37:37],3964,A,3081011732706360
[11/Oct/2025:13:55:45],1659,I,9779710703749355
[29/Oct/2025:07:58:53],8182,H,8947038248383051
[02/Nov/2025:00:23:25],2561,M,3860286693836876
[20/Oct/2025:14:12:07],2496,J,8687528577459574
[10/Oct/2025:18:54:31],8482,F,2936211310459510
[05/Nov/2025:11:43:08],7146,I,8669196320664738
[15/Oct/2025:05:17:38],4250,D,7463194351781264
[21/Oct/2025:12:34:37],9536,B,3230891946619422
[08/Oct/2025:21:19:21],3579,E,9631881869470618
[19/Oct/2025:08:53:40],6725,E,1016003494451835
[05/Nov/2025:00:41:16],6414,I,8430847234881653
[26/Oct/2025:14:44:13],7565,L,8741595127539533
[12/Oct/2025:08:45:56],1393,M,1909519956814448
[05/Nov/2025:01:11:02],8981,D,3811451093747387
[18/Oct/2025:21:00:02],2275,H,5607453254927570
[16/Oct/2025:09:12:09],3161,F,8827189610338402
[02/Nov/2025:20:51:29],4393,F,5136279744105575
[13/Oct/2025:06:18:21],1269,M,7977983825137951
[31/Oct/2025:07:47:47],2969,F,4187816200620255
[29/Oct/2025:07:10:16],9127,N,9996354010824058
[18/Oct/2025:17:40:34],6793,M,9650643699577897
[23/Oct/2025:23:15:35],2541,N,2177070784410317
[13/Oct/2025:06:34:11],9321,M,8459747218741036
[13/Oct/2025:09:57:56],2636,I,1720439581554360
[02/Nov/2025:15:05:56],2659,I,1633051878963575
[29/Oct/2025:13:01:09],4321,K,1398725496950068
[27/Oct/2025:17:24:01],7892,H,2209072474326904
[21/Oct/2025:18:14:27],7878,B,3997651117138137
[16/Oct/2025:21:31:37],9924,H,4372120230091713
[31/Oct/2025:10:16:10],9288,H,1146645465474106
[02/Nov/2025:13:22:57],5375,K,2608065327048874
[23/Oct/2025:01:18:27],5146,A,6257782890604297
[05/Nov/2025:11:08:29],5367,H,8529010916119903
[23/Oct/2025:13:49:03],8444,E,5045142371078387
[04/Nov/2025:03:40:46],4789,L,4396478453948763
[08/Oct/2025:08:09:22],9292,G,5994998498582472
[14/Oct/2025:10:35:08],5504,E,4053947091313655
[10/Oct/2025:22:25:00],4690,I,9254697249393937
[14/Oct/2025:21:48:04],2005,F,5789893693875424
[28/Oct/2025:14:05:39],9774,C,8792352611119214
[23/Oct/2025:05:27:34],2929,C,7474587541665819
[01/Nov/2025:13:51:40],6253,F,7165674556756023
[15/Oct/2025:22:16:25],3815,D,2849459911952791
[29/Oct/2025:10:19:05],8496,D,9549613492479524
[11/Oct/2025:16:37:28],8531,J,5781938905104650
[25/Oct/2025:23:13:49],3033,D,7763372871249834
[28/Oct/2025:13:56:20],2075,D,3606800056417611
[27/Oct/2025:21:00:35],5049,D,7345185144417536
[17/Oct/2025:20:42:38],6662,F,3064209249744970
[16/Oct/2025:08:32:35],5087,J,8998681656467087
[26/Oct/2025:20:06:01],7072,A,6960783724050722
[06/Nov/2025:11:00:45],7104,N,1317077015487714
[16/Oct/2025:09:45:10],5252,J,5585806169605082
[13/Oct/2025:19:18:09],6538,E,7834170502951876
[14/Oct/2025:03:34:40],8116,H,5361327786798692
[05/Nov/2025:18:10:08],7490,I,7242648300645291
[01/Nov/2025:09:11:49],3514,C,7818665232780998
[13/Oct/2025:11:52:43],5960,K,8827122381635335
[23/Oct/2025:10:50:05],2124,J,3736583021118403
[25/Oct/2025:06:41:22],4425,J,1263229261715299
[03/Nov/2025:04:04:03],9476,D,9207234418224941
[11/Oct/2025:07:55:54],7339,H,2102703093733756
[29/Oct/2025:12:26:48],6136,F,3642853430116036
[31/Oct/2025:20:47:22],7797,H,9114967178678543
[31/Oct/2025:20:14:40],7968,M,9386112403461360
[10/Oct/2025:08:48:12],3604,A,2370953502146334
[29/Oct/2025:00:06:06],4098,F,1411005575906520
[21/Oct/2025:07:22:39],8583,E,7207432071577708
[21/Oct/2025:15:48:21],5100,A,8281222058793825
[03/Nov/2025:00:33:05],2968,M,5112193033574396
[11/Oct/2025:09:04:57],3498,B,9427432590494586
[09/Oct/2025:02:45:35],4072,M,4418715242555821
[05/Nov/2025:22:23:12],6738,G,9814597190272465
[14/Oct/2025:21:33:04],3929,E,7671903144747428
[10/Oct/2025:09:47:00],7029,A,6135683557729385
[28/Oct/2025:00:41:08],5972,H,2755898458986368
[22/Oct/2025:10:37:13],9018,C,1708261993461435
[11/Oct/2025:16:57:03],1679,K,4566768312874436
[26/Oct/2025:23:39:44],9914,E,7437245155239758
[06/Nov/2025:15:33:40],9474,M,4287931547008238
[08/Oct/2025:20:11:38],1664,B,7618396988213785
[19/Oct/2025:20:44:51],1387,E,2639397272167185
[08/Oct/2025:16:59:14],5065,K,3483924179714563
[09/Oct/2025:23:17:13],3632,E,5557020661494868
[10/Oct/2025:04:20:41],6692,J,2028667723885857
[30/Oct/2025:03:59:32],9935,M,4571105822442658
[30/Oct/2025:12:08:11],1580,F,4634973850839971
[22/Oct/2025:13:33:42],8252,B,2720583753896626
[05/Nov/2025:12:23:11],8208,I,4663803679034462
[06/Nov/2025:09:47:08],5296,B,8684211306436642
[10/Oct/2025:12:35:00],2720,G,1457692233164569
[05/Nov/2025:11:41:40],3558,A,8488696126952619
[02/Nov/2025:09:59:39],8793,I,7924610064531492
[31/Oct/2025:00:46:46],7459,N,3767388893568263
[29/Oct/2025:06:34:04],1122,M,1000739745491000
[23/Oct/2025:09:34:59],3936,B,5680783034090235
[07/Oct/2025:21:59:49],2168,F,6773599293671214
[04/Nov/2025:00:14:59],1329,C,9662627044098340
[13/Oct/2025:22:13:42],6758,L,2203861984652540
[08/Oct/2025:11:05:30],1951,H,2789036318226357
[31/Oct/2025:23:39:24],8301,G,9379604494513274
[25/Oct/2025:05:56:49],6585,G,5294799346901019
[17/Oct/2025:16:51:56],5008,H,8894648095833109
[20/Oct/2025:02:46:41],1754,A,7181757627021268
[24/Oct/2025:03:46:30],2969,C,7920858208685940
[01/Nov/2025:19:01:53],9583,G,4216964857489749
[23/Oct/2025:09:08:53],1240,J,4598644471274670
[08/Oct/2025:01:24:30],6683,L,6877933314438646
[28/Oct/2025:07:36:27],4687,E,5885532157169794
[17/Oct/2025:16:20:07],5835,I,9864347352409866
[26/Oct/2025:18:28:55],1199,C,3781901164471675
[22/Oct/2025:14:03:18],8757,L,2672701739203555
[29/Oct/2025:13:01:47],5293,M,4678953819537842
[01/Nov/2025:08:33:05],9852,L,8530029776132498
[25/Oct/2025:13:08:01],4309,F,1218162450377791
[05/Nov/2025:11:25:38],1378,E,2470448587109602
[03/Nov/2025:21:40:35],3733,H,2247044167995501
[04/Nov/2025:03:57:57],6068,H,9735206435682649
[03/Nov/2025:03:12:16],6535,L,9283598020262089
[28/Oct/2025:01:38:55],5787,B,4709834549193202
[19/Oct/2025:10:01:48],7834,C,2402269184953609
[25/Oct/2025:22:58:35],6540,J,7558227593390107
[18/Oct/2025:00:55:57],1561,B,2759773605454295
[03/Nov/2025:05:47:54],4044,F,4550756305880726
[09/Oct/2025:22:51:48],4732,L,8129315846959130
[25/Oct/2025:18:37:11],1272,A,8909901171877805
[31/Oct/2025:22:05:30],7041,B,2400728549706636
[02/Nov/2025:18:58:04],6798,A,1621519478768989
[26/Oct/2025:20:14:58],5430,H,4289777995746800
[24/Oct/2025:21:58:56],3788,H,1144541418917919
[10/Oct/2025:22:20:18],4099,K,8340549532008397
[16/Oct/2025:10:22:38],9159,L,7218478260683398
[14/Oct/2025:14:32:00],5482,A,5918996222349070
[23/Oct/2025:13:28:54],1445,C,2150109231205357
[17/Oct/2025:22:53:10],4563,M,9163015780861991
[08/Oct/2025:10:57:09],9474,D,5387552579789895
[11/Oct/2025:20:15:12],4148,G,9426600739722015
[06/Nov/2025:13:45:13],2093,B,2962629012783010
[13/Oct/2025:12:09:00],1044,I,4351790885790309
[01/Nov/2025:02:43:24],3677,K,9105550512161478
[12/Oct/2025:09:29:24],5210,I,5408878755718566
[14/Oct/2025:03:11:00],1954,D,2995008603363960
[25/Oct/2025:17:22:35],6118,A,3258364430534291
[12/Oct/2025:02:26:13],4246,L,4617373570928747
[14/Oct/2025:20:51:52],2086,E,9342219385776520
[15/Oct/2025:21:58:33],7916,L,2893600350406941
[17/Oct/2025:19:06:07],4584,N,4266425577715134
[09/Oct/2025:23:13:05],4191,I,8875472237304762
[15/Oct/2025:07:40:04],4068,A,2253044094599869
[08/Oct/2025:18:13:46],1852,B,2230131444958950
[30/Oct/2025:01:05:35],4009,K,9766424791939952
[29/Oct/2025:14:05:07],5510,N,5992250753579057
[11/Oct/2025:13:35:58],3457,M,3228645776088066
[23/Oct/2025:17:57:27],7362,E,6546711456024378
[04/Nov/2025:21:14:33],7510,I,3664986535648986
[08/Oct/2025:22:48:59],8236,A,8207418474591486
[18/Oct/2025:16:05:01],1836,M,5811612260392743
[08/Oct/2025:07:15:53],1513,L,8944101393115099
[31/Oct/2025:10:13:30],3372,A,3279527259954138
[14/Oct/2025:19:04:08],9449,L,5534823660844341
[04/Nov/2025:17:35:18],5281,E,6642658321163700
[20/Oct/2025:12:36:14],5294,N,9094362168609738
[05/Nov/2025:15:41:21],6328,I,2674481108049561
[29/Oct/2025:23:28:01],2657,H,3099254467520760
[23/Oct/2025:05:53:10],9316,E,1641977013584645
[10/Oct/2025:13:04:16],5030,L,9872411182595639
[30/Oct/2025:01:19:43],8570,A,1628434022671860
[20/Oct/2025:11:03:12],8636,B,8660642619697686
[02/Nov/2025:01:28:06],2647,H,1273351803663327
[04/Nov/2025:19:55:49],1175,F,6369688395320089
[04/Nov/2025:23:31:56],2185,H,2197198291834028
[02/Nov/2025:21:50:20],6225,K,9726173913344776
[09/Oct/2025:07:50:27],8732,A,7607777247890095
[03/Nov/2025:05:07:00],1307,H,5023725548007140
[18/Oct/2025:12:06:49],4858,N,1337040990052277
[19/Oct/2025:14:23:59],5609,L,7758362797181631
[25/Oct/2025:21:18:34],9593,D,5617414823366013
[01/Nov/2025:05:02:45],1825,B,2711554524155965
[30/Oct/2025:13:07:55],8749,L,7984805176239850
[19/Oct/2025:06:05:11],9028,K,2392641269027096
[28/Oct/2025:05:05:44],2287,E,9221521992926005
[09/Oct/2025:20:17:28],2006,I,1907052365656814
[04/Nov/2025:20:59:04],3934,D,1904059183625646
[14/Oct/2025:01:12:59],3452,K,1749047613324534
[05/Nov/2025:05:58:06],9531,M,2368707152358776
[30/Oct/2025:16:37:48],7769,I,5800848794747257
[15/Oct/2025:06:51:40],6710,M,3294416887626370
[17/Oct/2025:21:08:45],6397,B,4646931447905549
[09/Oct/2025:05:26:21],5077,C,3745827957728517
[20/Oct/2025:13:24:47],5656,K,8141266221008405
[24/Oct/2025:04:10:18],1394,G,8859640182941963
[20/Oct/2025:18:03:18],4336,A,2080992543999888
[10/Oct/2025:22:16:44],6187,B,2943139719573413
[26/Oct/2025:10:57:15],5080,A,9592456290858866
[22/Oct/2025:05:21:23],7596,M,5005498802967899
